age,workclass,education,education_num,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hrs_per_week,country,income
31, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,2407,0,65, United-States, <=50K
54, Local-gov, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
35, NA, 10th,6, Divorced, NA, Unmarried, White, Female,0,0,16, NA, <=50K
45, Private, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
41, State-gov, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Hungary, <=50K
20, NA, 12th,8, Never-married, NA, Not-in-family, Black, Female,0,0,35, United-States, <=50K
29, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
58, Local-gov, Assoc-acdm,12, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Federal-gov, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,46, United-States, <=50K
67, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
34, Self-emp-not-inc, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,0,1504,40, United-States, <=50K
35, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,8614,0,45, United-States, >50K
49, Private, Masters,14, Divorced, Exec-managerial, Unmarried, White, Male,0,1755,45, United-States, >50K
37, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
65, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
74, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
46, Local-gov, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1887,50, United-States, >50K
42, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,35, United-States, <=50K
59, Private, HS-grad,9, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,2051,38, United-States, <=50K
62, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
46, Private, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,50, United-States, >50K
38, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,2205,40, United-States, <=50K
39, Private, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
54, Private, 10th,6, Divorced, Other-service, Not-in-family, White, Male,0,0,70, United-States, <=50K
53, Local-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States, >50K
25, Private, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Local-gov, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Male,0,0,65, United-States, <=50K
51, Private, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
25, Private, Some-college,10, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
29, NA, HS-grad,9, Never-married, NA, Own-child, White, Male,0,0,50, United-States, <=50K
20, NA, Some-college,10, Never-married, NA, Own-child, White, Female,0,0,30, United-States, <=50K
43, Private, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
57, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
19, Private, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
57, Self-emp-inc, HS-grad,9, Separated, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, >50K
41, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
36, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
50, Private, 1st-4th,2, Separated, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, Private, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States, <=50K
28, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
40, Federal-gov, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States, >50K
26, Private, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad,9, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, State-gov, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,625,35, United-States, <=50K
28, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
32, Private, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
19, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
29, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,5178,0,60, United-States, >50K
25, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,37, United-States, <=50K
46, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
23, Private, 9th,5, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
17, Private, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States, <=50K
26, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, HS-grad,9, Married-civ-spouse, Tech-support, Wife, White, Female,0,1902,40, United-States, >50K
31, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, United-States, <=50K
21, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,19, United-States, <=50K
37, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,3137,0,30, United-States, <=50K
38, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Preschool,1, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico, <=50K
50, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,50, United-States, >50K
41, State-gov, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Masters,14, Separated, Tech-support, Not-in-family, White, Female,0,0,25, United-States, <=50K
44, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
52, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
35, Private, Bachelors,13, Married-spouse-absent, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,40, Mexico, <=50K
43, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States, >50K
51, State-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
49, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
61, Private, 9th,5, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, 11th,7, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,45, United-States, <=50K
59, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K
52, Local-gov, 9th,5, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
20, Private, Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,5178,0,40, United-States, >50K
19, Private, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,35, United-States, <=50K
35, Private, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, State-gov, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,40, Mexico, >50K
57, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
61, Private, Bachelors,13, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,12, NA, <=50K
37, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3464,0,40, United-States, <=50K
36, Private, 10th,6, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
59, Local-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
27, Private, Some-college,10, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
32, Local-gov, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
51, Private, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
69, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,32, United-States, <=50K
36, Private, Assoc-acdm,12, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
31, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
62, Private, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,42, Japan, <=50K
54, Private, Bachelors,13, Never-married, Other-service, Own-child, Black, Female,0,0,36, United-States, <=50K
44, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
22, Private, 10th,6, Never-married, Sales, Not-in-family, White, Female,0,1762,25, United-States, <=50K
36, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
23, Private, Bachelors,13, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
50, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,2, United-States, <=50K
63, Private, HS-grad,9, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,6, United-States, <=50K
26, Local-gov, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,42, United-States, <=50K
52, Self-emp-not-inc, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,25, United-States, <=50K
55, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
21, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
43, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Poland, <=50K
33, Self-emp-inc, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
25, Private, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,52, United-States, <=50K
39, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
43, Local-gov, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,10520,0,50, United-States, >50K
26, Private, Bachelors,13, Never-married, Adm-clerical, Other-relative, White, Female,0,0,50, United-States, <=50K
21, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private, Assoc-acdm,12, Divorced, Transport-moving, Not-in-family, White, Male,0,0,55, United-States, <=50K
40, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,53, United-States, <=50K
34, State-gov, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
42, Private, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,39, United-States, >50K
41, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
48, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,47, United-States, <=50K
30, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,55, United-States, >50K
43, Private, Masters,14, Widowed, Exec-managerial, Unmarried, White, Male,4934,0,40, United-States, >50K
